"SPA_ID
",Box_number,Computer_file,Shelf_location,Description,Name_of_subjects,Date,Date_qualifier,Document_type,Format,Originals,Number_of_duplicates,Duplicate_location,,Print_copy,Previous_holding_library,Goldsmiths_ID,Notes
SPA_15809,,"Contemporary to SP > photo_album >1921 >  192112,jpg",,Lina Codina lying in a hospital [?] bed. An unknown man is sitting beside her.,Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 >192112.tiff,,,Goldsmiths College London,192112,
SPA_15810,,Contemporary to SP > photo_album >1921 > 192113.jpg,,"Lina Codina, aged 24, wearing a patterned oriental robe, and holding an open fan, standing outdoors.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192113.tiff,,,Goldsmiths College London,192113,
SPA_15811,,Contemporary to SP > photo_album >1921 > 192114.jpg,,"Serge Prokofiev, aged 30, wearing a dark suit and flat cloth cap, a folded paper in his pocket, standing at some open metalwork gates. [Jun2011: This is in St. Brévin-les-Pins, outside Les Cytises, the house he rented. Information from Véronique Mathot].",Sergei Sergeevich Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192114.tiff,,,Goldsmiths College London,192114,
SPA_15812,,Contemporary to SP > photo_album >1921 > 192115.jpg,,"Portrait of Lina Codina, aged 24, wearing a light-coloured silk evening dress.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192115.tiff,,,Goldsmiths College London,192115,
SPA_15813,,Contemporary to SP > photo_album >1921 > 192116.jpg,,"Portrait of Lina Codina, aged 24, wearing a fur coat.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192116.tiff,,,Goldsmiths College London,192116,
SPA_15814,,"Contemporary to SP > photo_album >1921 > 192117,jpg",,"[?] sitting at a table by an open window, holding a paper. Trees can be seen through the window.",Unknown,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192117.tiff,,,Goldsmiths College London,192117,
SPA_15815,,Contemporary to SP > photo_album >1921 > 192118.jpg,,"Portrait of Lina Codina, aged 24, wearing a dark dress and dark coat with a white fur collar, and black silk hat.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192118.jpg,,,Goldsmiths College London,192118,
SPA_15816,,Contemporary to SP > photo_album >1921 > 192119r.jpg,,"Serge Prokofiev, aged 30, wearing a dark suit and tie and light overcoat sitting on the arm of a throne among stage scenery. Prokofiev is smiling and looking down at a score held by Boris Anisfeld who is gesturing towards him. ",Sergei Sergeevich Prokofiev; Boris Izrailevich Anisfeld,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192119R.tiff,,,Goldsmiths College London,192119r,
SPA_15817,,Contemporary to SP > photo_album >1921 > 192121s.jpg,,"Serge Prokofiev, aged 30, standing in the street with conductor Ernest Ansermet, Diaghilev and Igor Stravinsky. London.",Sergei Sergeevich Prokofiev; Ernest Ansermet; Sergei Pavlovich Diaghilev; Igor Fyodorovich Stravinsky,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192121s.tiff,,,Goldsmiths College London,192121s,
SPA_15818,,Contemporary to SP > photo_album >1921 > 192122s.jpg,,"Lina Codina, aged 24, wearing an elaborate dark dress, standing outdoors between two stone pillars, and curtseying.
",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192122s.tiff,,,Goldsmiths College London,192122s,
SPA_15819,,Contemporary to SP > photo_album >1921 > 192125s.jpg,,"Lina Codina lying in a hospital bed, a vase of flowers on either side.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192125s.tiff,,,Goldsmiths College London,192125s,
SPA_15820,,Contemporary to SP > photo_album >1921 > 192126s.jpg,,"Postcard of le Chateau de Carriere, with an inscription: 'mon balcon' and an X marking it.",N/A,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192126s.tiff,,,Goldsmiths College London,192126s,
SPA_15821,,Contemporary to SP > photo_album >1921 > 192127s.jpg,,"The outside of Les Cytises, Prokofiev's rented house in St. Brévin-les-Pins.",N/A,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192127s.tiff,,,Goldsmiths College London,192127s,
SPA_15822,,Contemporary to SP > photo_album >1921 > 192128s.jpg,,"Serge Prokofiev, aged 30, leaning from a window at Les Cytises, his rented house in St. Brévin-les-Pins.",Sergei Sergeevich Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192128s.tiff,,,Goldsmiths College London,192128s,
SPA_15823,,Contemporary to SP > photo_album >1921 > 192129s.jpg,,"An outside corner of Les Cytises, Prokofiev's rented house in St. Brévin-les-Pins, showing a metal staircase and trees in the background.",N/A,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192129s.tiff,,,Goldsmiths College London,192129s,
SPA_15824,,Contemporary to SP > photo_album >1921 > 192130s.jpg,,"Lina Codina, aged 24, wearing a white dress, dark stockings and white shoes. Leaning against a wall at Les Cytises, Prokofiev's rented house in St. Brévin-les-Pins.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192130s.tiff,,,Goldsmiths College London,192130s,
SPA_15825,,Contemporary to SP > photo_album >1921 > 192131s.jpg,,"Lina Codina, aged 24, wearing a white dress, leaning against a tree at Les Cytises, Prokofiev's rented house in St. Brévin-les-Pins.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192131s.tiff,,,Goldsmiths College London,192131s,
SPA_15826,,Contemporary to SP > photo_album >1921 > 192132s.jpg,,"The outside of Les Cytises, Prokofiev's rented house in St. Brévin-les-Pins.",N/A,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192132s.tiff,,,Goldsmiths College London,192132s,
SPA_15827,,Contemporary to SP > photo_album >1921 > 192135s.jpg,,"Lina Codina, aged 24, wearing a fur hat and coat, sitting on a stone parapet.",Lina Prokofiev,1921-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1921 > 192135s.tiff,,,Goldsmiths College London,192135s,
SPA_15828,,Contemporary to SP > photo_album > 1922-1924 > 192106.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a dark dress and dark coat with a white fur collar. Paris.",Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192106.tiff,,,Goldsmiths College London,192106,Creator: Roger-Viollet
SPA_15829,,Contemporary to SP > photo_album > 1922-1924 > 192107.jpg,,"Portrait of Serge Prokofiev, aged 33, wearing a light suit and bow-tie, and glasses, and Lina Prokofiev, wearing a dark dress and dark coat with a white fur collar. Paris.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192107.tiff,,,Goldsmiths College London,192107,Creator: Roger-Viollet
SPA_15830,,Contemporary to SP > photo_album > 1922-1924 > 192108.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a dark dress and dark coat with a white fur collar. Paris.",Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192108.tiff,,SPA_15647,Goldsmiths College London,192108,Creator: Roger-Viollet
SPA_15831,,Contemporary to SP > photo_album > 1922-1924 > 192109.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a dark dress and dark coat with a white fur collar. Paris.",Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192109.tiff,,SPA_15645,Goldsmiths College London,192109,Creator: Roger-Viollet
SPA_15832,,Contemporary to SP > photo_album > 1922-1924 > 192110.jpg,,"Portrait of Serge Prokofiev, aged 33, wearing a light suit and bow-tie, and glasses, and Lina Prokofiev, wearing a dark dress and dark coat with a white fur collar. Paris.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192110.tiff,,,Goldsmiths College London,192110,Creator: Roger-Viollet
SPA_15833,,Contemporary to SP > photo_album > 1922-1924 > 192111.jpg,,"Portrait of Serge Prokofiev, aged 33, wearing a light suit and bow-tie, and glasses, and Lina Prokofiev, wearing a dark dress and dark coat with a white fur collar. Paris.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1924-6-14,exact,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192111.jpg,,SPA_15646,Goldsmiths College London,192111,Creator: Roger-Viollet
SPA_15834,,Contemporary to SP > photo_album > 1922-1924 > 192201.jpg,,"Lina Codina, aged 25, standing outdoors at [?] looking at a sculptural figure. Behind her is a wall, columns and other architectural elements.",Lina Prokofiev,1922-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192201.tiff,,,Goldsmiths College London,192201,
SPA_15835,,Contemporary to SP > photo_album > 1922-1924 > 192202.jpg,,"Lina Codina, aged 25, standing outdoors amongst shrubs and trees.",Lina Prokofiev,1922-xx-xx,approximate,Photograph,digital,1,1,"Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192202.tiff
",,,Goldsmiths College London,192202,
SPA_15836,,Contemporary to SP > photo_album > 1922-1924 > 192204s.jpg,,"Lina Codina, aged 25, in a sleeveless dress, her hands clasped.",Lina Prokofiev,1922-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192204s.tiff,,,Goldsmiths College London,192204s,
SPA_15837,,Contemporary to SP > photo_album > 1922-1924 > 192301.jpg,,"Lina Codina, aged 26, in a fur hat and coat, standing at a gateway in a snowy landscape.",Lina Prokofiev,1923-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192301.tiff,,,Goldsmiths College London,192301,
SPA_15838,,Contemporary to SP > photo_album > 1922-1924 > 192401.jpg,,"Serge Prokofiev, aged 33, with his wife Lina and their infant son Sviatoslav, sitting outdoors on the ground.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 >192401.tiff,,,Goldsmiths College London,192401,
SPA_15839,,Contemporary to SP > photo_album > 1922-1924 > 192402.jpg,,"Serge Prokofiev, aged 33, standing outdoors with his wife Lina, his mother Mariia Grigorievna seated holding their infant son Sviatoslav.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Maria Grigorievna Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192402.tiff,,,Goldsmiths College London,192402,
SPA_15840,,Contemporary to SP > photo_album > 1922-1924 > 192403.jpg,,"Serge Prokofiev, aged 33, wearing a dark suit with Lina Prokofiev, wearing a patterned dress.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192403.tiff,,,Goldsmiths College London,192403,
SPA_15841,,Contemporary to SP > photo_album > 1922-1924 > 192405.jpg,,Sviatoslav Prokofiev as an infant.,Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192405.tiff,,,Goldsmiths College London,192405,
SPA_15842,,Contemporary to SP > photo_album > 1922-1924 > 192406.jpg,,Sviatoslav Prokofiev as an infant lying in a pram,Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192406.tiff,,,Goldsmiths College London,192406,
SPA_15843,,Contemporary to SP > photo_album > 1922-1924 > 192407.jpg,,Exterior of the Prokofievs' [?] house (location unknown),N/A,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192407.tiff,,,Goldsmiths College London,192407,
SPA_15844,,Contemporary to SP > photo_album > 1922-1924 > 192408.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a coat with a fur collar. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192408.tiff,,SPA_15658,Goldsmiths College London,192408,
SPA_15845,,Contemporary to SP > photo_album > 1922-1924 > 192409.jpg,,Sviatoslav Prokofiev as an infant lying in a pram,Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192409.tiff,,,Goldsmiths College London,192409,
SPA_15846,,Contemporary to SP > photo_album > 1922-1924 > 192410.jpg,,"Lina Prokofiev, aged 27, wearing a dark dress, holding her infant son Sviatoslav.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192410.jpg,,,Goldsmiths College London,192410,
SPA_15847,,Contemporary to SP > photo_album > 1922-1924 > 192411.jpg,,"Lina Prokofiev, aged 27, wearing a white outfit, standing outdoors, holding her infant son Sviatoslav on her shoulder. ",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192411.tiff,,,Goldsmiths College London,192411,
SPA_15848,,Contemporary to SP > photo_album > 1922-1924 > 192412.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a coat with a fur collar and a pearl necklace. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192412.jpg,,,Goldsmiths College London,192412,
SPA_15849,,Contemporary to SP > photo_album > 1922-1924 > 192413.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a pearl necklace. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192413.tiff,,,Goldsmiths College London,192413,
SPA_15850,,Contemporary to SP > photo_album > 1922-1924 > 192414s.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a patterned dress and a pearl necklace. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192414s.tiff,,,Goldsmiths College London,192414s,
SPA_15851,,Contemporary to SP > photo_album > 1922-1924 > 192415.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a patterned dress and a pearl necklace. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192415.tiff,,,Goldsmiths College London,192415,
SPA_15852,,Contemporary to SP > photo_album > 1922-1924 > 192416.jpg,,"Mariia Grigorievna Prokofiev holding Sviatoslav Prokofiev on her lap, outdoors in front of a brick balustrade.",Maria Grigorievna Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192416.tiff,,,Goldsmiths College London,192416,
SPA_15853,,Contemporary to SP > photo_album > 1922-1924 > 192417.jpg,,[?] wearing a dark hat and coat standing outside,Unknown,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192417.tiff,,,Goldsmiths College London,192417,
SPA_15854,,Contemporary to SP > photo_album > 1922-1924 > 192418s.jpg,,"Sviatoslav Prokofiev as an infant, sitting outdoors in a wicker chair.",Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,2,2,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192418s.tiff; Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192511.tiff,,,Goldsmiths College London,192418s,
SPA_15855,,Contemporary to SP > photo_album > 1922-1924 > 192419s.jpg,,"Portrait of Lina Prokofiev, aged 27, wearing a coat with a fur collar and a pearl necklace. Paris.",Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192419s.tiff,,,Goldsmiths College London,192419s,
SPA_15856,,Contemporary to SP > photo_album > 1922-1924 > 192420s.jpg,,Mariia Grigorievna Prokofiev standing in front of a wooden door.,Maria Grigorievna Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192420s.tiff,,,Goldsmiths College London,192420s,
SPA_15857,,Contemporary to SP > photo_album > 1922-1924 > 192421s.jpg,,Mariia Grigorievna Prokofiev standing in front of a wooden door.,Maria Grigorievna Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192421s.tiff,,,Goldsmiths College London,192421s,
SPA_15858,,Contemporary to SP > photo_album > 1922-1924 > 192422s.jpg,,The grave of Mariia Grigorievna Prokofiev [?] in the cemetery at [?],N/A,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192422s.tiff,,,Goldsmiths College London,192422s,
SPA_15859,,Contemporary to SP > photo_album > 1922-1924 > 192423s.jpg,,"Mariia Grigorievna Prokofiev holding Sviatoslav Prokofiev on her lap, outdoors in front of a brick balustrade.",Maria Grigorievna Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192423s.tiff,,,Goldsmiths College London,192423s,
SPA_15860,,Contemporary to SP > photo_album > 1922-1924 > 192424s.jpg,,"Lina Prokofiev, aged 27, wearing a dark dress, holding her infant son Sviatoslav.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192424s.tiff,,,Goldsmiths College London,192424s,
SPA_15861,,Contemporary to SP > photo_album > 1922-1924 > 192425s.jpg,,"Lina Prokofiev, aged 27, wearing a dark dress, holding her infant son Sviatoslav.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192425s.tiff,,,Goldsmiths College London,192425s,
SPA_15862,,Contemporary to SP > photo_album > 1922-1924 > 192426s.jpg,,"Lina Prokofiev, aged 27, wearing a mid-coloured dress, sitting outdoors on the ground with her infant son Sviatoslav. In her left hand she has a toy dog.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 >192426s.tiff,,,Goldsmiths College London,192426s,
SPA_15863,,Contemporary to SP > photo_album > 1922-1924 > 192427s.jpg,,"Serge Prokofiev, aged 33, wearing a dark suit, and Lina Prokofiev, wearing a patterned garment over a dark skirt, standing outdoors.",Sergei Sergeevich Prokofiev; Lina Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192427s.tiff,,,Goldsmiths College London,192427s,
SPA_15864,,Contemporary to SP > photo_album > 1922-1924 > 192428s.jpg,,Sviatoslav Prokofiev as an infant wearing a knitted garment.,Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192428s.tiff,,,Goldsmiths College London,192428s,
SPA_15865,,Contemporary to SP > photo_album > 1922-1924 > 192429s.jpg,,"Sviatoslav Prokofiev as an infant, sitting outdoors in a wicker chair.",Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192429s.tiff,,,Goldsmiths College London,192429s,
SPA_15866,,Contemporary to SP > photo_album > 1922-1924 > 192430s.jpg,,Sviatoslav Prokofiev as an infant standing in a cot.,Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192430s.tiff,,,Goldsmiths College London,192430s,
SPA_15867,,Contemporary to SP > photo_album > 1922-1924 > sp_paris_1924.jpg,,"Portrait of Serge Prokofiev, aged 33, in evening dress. Paris.",Sergei Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,1,0,,,SPA_15600,Goldsmiths College London,sp_paris_1924,
SPA_15868,,Contemporary to SP > photo_album > 1922-1924 > lina-flowers_1922.jpg,,"Lina Prokofiev, aged 25, standing behind a table on which are vases of flowers and photographs.",Lina Prokofiev,,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1922-1924 > lina-flowers_1922.tiff,,,Goldsmiths College London,lina-flowers_1922,
SPA_15869,,Contemporary to SP > photo_album > 1925-1926 > 192501.jpg,,"Sviatoslav Prokofiev, aged 1, wearing a white knitted garment, at the edge of a raised pool.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192501.tiff,,,Goldsmiths College London,192501,
SPA_15870,,Contemporary to SP > photo_album > 1925-1926 > 192502.jpg,,"Sviatoslav Prokofiev, aged 1, wearing a white knitted garment, sitting on a stone carving.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192502.jpg,,,Goldsmiths College London,192502,
SPA_15871,,Contemporary to SP > photo_album > 1925-1926 > 192503.jpg,,"Serge Prokofiev, aged 34, sitting with Lina and Sviatoslav Prokofiev on a stone bench in a garden.",Sergei Sergeevich Prokofiev; Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192503.tiff,,,Goldsmiths College London,192503,
SPA_15872,,Contemporary to SP > photo_album > 1925-1926 > 192504.jpg,,"Serge Prokofiev, aged 34, standing outdoors with [?], Lina Prokofiev (seated), [?].",Sergei Sergeevich Prokofiev; Lina Prokofiev; two unknown persons,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192504.tiff,,,Goldsmiths College London,192504,
SPA_15873,,Contemporary to SP > photo_album > 1925-1926 > 192505.jpg,,"Serge Prokofiev, aged 34, wearing a hat and tweed overcoat, standing outdoors, holding his son Sviatoslav.",Sergei Sergeevich Prokofiev; Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192505.tiff,,,Goldsmiths College London,192505,
SPA_15874,,Contemporary to SP > photo_album > 1925-1926 > 192506.jpg,,"Serge Prokofiev, aged 34, wearing a hat and dark overcoat, standing outdoors near a doorway with [?] and [?]",Sergei Sergeevich Prokofiev; two unknown men,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192506.tiff,,,Goldsmiths College London,192506,
SPA_15875,,Contemporary to SP > photo_album > 1925-1926 > 192507.jpg,,"Portrait of Lina Prokofiev, aged 28, holding her son Sviatoslav.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192507.tiff,,SPA_15653,Goldsmiths College London,192507,
SPA_15876,,Contemporary to SP > photo_album > 1925-1926 > 192508.jpg,,"Portrait of Lina Prokofiev, aged 28, holding her son Sviatoslav.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192508.tiff,,SPA_15651,Goldsmiths College London,192508,
SPA_15877,,Contemporary to SP > photo_album > 1925-1926 > 192509.jpg,,"Sviatoslav Prokofiev, aged 1, lying in a pram outdoors.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192509.tiff,,,Goldsmiths College London,192509,
SPA_15878,,Contemporary to SP > photo_album > 1925-1926 > 192510.jpg,,"Sviatoslav Prokofiev, aged 1, wearing a white knitted garment, standing outdoors.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192510.tiff,,,Goldsmiths College London,192510,
SPA_15879,,Contemporary to SP > photo_album > 1925-1926 > 192511.jpg,,"Sviatoslav Prokofiev, aged [?], sitting outdoors in a wicker chair.",Sviatoslav Sergeevich Prokofiev,1924-xx-xx,approximate,Photograph,digital,2,2,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192511.tiff;  Contemporary to SP > photo_album_tif > tifs_1922-1924 > 192418s.tiff,,,Goldsmiths College London,192511,"Metadata suggests the photo was taken in 1925. In fact, it's a cropped duplicate of Photo ID 192418s."
SPA_15880,,Contemporary to SP > photo_album > 1925-1926 > 192511a.jpg,,"Verso of photo of Sviatoslav Prokofiev. The inscription in Russian reads: ""Sviatoslav is sending grandma smiles and proudly says that he weighs 7kg 500gr. He started saying mama, papa, nana, dada -- not consciously, of course. He's got a new pet, a rubber dog that we call ""bow-wow"". His mother <...>"" (illegible in the end)",N/A,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192511a.tiff,,,Goldsmiths College London,192511a,
SPA_15881,,Contemporary to SP > photo_album > 1925-1926 > 192512.jpg,,"Sviatoslav Prokofiev, aged 1, sitting at the foot of a tree.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192512.tiff,,,Goldsmiths College London,192512,
SPA_15882,,Contemporary to SP > photo_album > 1925-1926 > 192513.jpg,,"Sviatoslav Prokofiev, aged 1, standing by a sapling.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192513.tiff,,,Goldsmiths College London,192513,
SPA_15883,,Contemporary to SP > photo_album > 1925-1926 > 192514.jpg,,"Lina Prokofiev, aged 28, with her son Sviatoslav, outdoors next to a tree in blossom.",Lina Prokofiev; Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192514.tiff,,,Goldsmiths College London,192514,
SPA_15884,,Contemporary to SP > photo_album > 1925-1926 > 192515.jpg,,"Sviatoslav Prokofiev, aged 1, sitting on a doorstep.",Sviatoslav Sergeevich Prokofiev,1925-xx-xx,approximate,Photograph,digital,1,1,Contemporary to SP > photo_album_tif > tifs_1925-1926 > 192515.tiff,,,Goldsmiths College London,192515,
